selection_index,candidate_id,source_dataset,edit_type,instruction_original,local_caption,source_split,source_shard,source_row,source_record_id,source_group_id,scene_group_id,reference_categories,selection_tier,selection_focus
193,cb_train-00006-of-00007_0408,CompBench,multi_object_remove,remove the leftmost bird and the blue and grey bird,ground|ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00006-of-00007.parquet,408,ee91f783_00005.png,cb-src-a1fae5851c69ab9570ca,cb-scene-ee91f783,extreme,A,extreme_or_superlative_instance|multiple_edit_targets
194,cb_train-00000-of-00007_0015,CompBench,add,add a white fish on the upper side of the second green grass clump from the left,a white fish,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,15,02b72b8d/3/00015.png,cb-src-de6c4a1052fc4a9cfc39,cb-scene-02b72b8d,ordinal|side,A,ordinal_instance|directional_instance
195,cb_train-00000-of-00007_0355,CompBench,add,"add a white lamb on the right side of the second sheep on the left, with its side facing and head towards the upper left corner",two white sheep,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00000-of-00007.parquet,355,7c78e351/3/00005.png,cb-src-807c882608e1ce6c0bdb,cb-scene-7c78e351,ordinal|side,A,ordinal_instance|directional_instance
196,cb_train-00002-of-00007_0176,CompBench,remove,remove the second zebra on the left,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,176,03c21af7/1/00001.png,cb-src-38fdb5dc66633588ed21,cb-scene-03c21af7,ordinal|side,A,ordinal_instance|directional_instance
197,cb_train-00002-of-00007_0183,CompBench,remove,remove the second person on the left,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,183,03e5f069/1/00085.png,cb-src-6a9d74caafa3684cb2ea,cb-scene-03e5f069,ordinal|side,A,ordinal_instance|directional_instance
198,cb_train-00002-of-00007_0254,CompBench,remove,remove the second person on the left,road and green belt,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,254,15e9161e/0/00022.png,cb-src-6e52699a41f9f22435aa,cb-scene-15e9161e,ordinal|side,A,ordinal_instance|directional_instance
199,cb_train-00002-of-00007_0275,CompBench,remove,remove the second giraffe on the right,giraffe and trees,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,275,199995b5/3/00023.png,cb-src-f1b87cb1dacd8dfc153d,cb-scene-199995b5,ordinal|side,A,ordinal_instance|directional_instance
200,cb_train-00002-of-00007_0287,CompBench,remove,remove the second duck on the right,green water surface,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,287,1dba51af/2/00029.png,cb-src-ec5f431c192bf2b9a84a,cb-scene-1dba51af,ordinal|side,A,ordinal_instance|directional_instance
201,cb_train-00002-of-00007_0289,CompBench,remove,remove the second turtle on the upper left,turtle and blue water,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,289,1dc0c9a0/0/00009.png,cb-src-f1b8336ee973eb6f127e,cb-scene-1dc0c9a0,ordinal|side,A,ordinal_instance|directional_instance
202,cb_train-00002-of-00007_0341,CompBench,remove,remove the second car on the left,road and green belt,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,341,21f363b3/0/00014.png,cb-src-d8145faca066aa73b140,cb-scene-21f363b3,ordinal|side,A,ordinal_instance|directional_instance
203,cb_train-00002-of-00007_0351,CompBench,remove,remove the second dog on the left,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,351,251bf059/0/00063.png,cb-src-8e205a49655212fd2186,cb-scene-251bf059,ordinal|side,A,ordinal_instance|directional_instance
204,cb_train-00002-of-00007_0388,CompBench,remove,remove the second monkey on the left,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00002-of-00007.parquet,388,2bc0bba4/0/00048.png,cb-src-baf143c0105bdc4fdcba,cb-scene-2bc0bba4,ordinal|side,A,ordinal_instance|directional_instance
205,cb_train-00003-of-00007_0014,CompBench,remove,remove the second tiger on the left,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,14,32ecef67/2/00002.png,cb-src-e1bb1eb72c6909ad8f30,cb-scene-32ecef67,ordinal|side,A,ordinal_instance|directional_instance
206,cb_train-00003-of-00007_0025,CompBench,remove,remove the second monkey on the left,boat and rocks,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,25,34504f63/1/00021.png,cb-src-ec84f9741eee2a022032,cb-scene-34504f63,ordinal|side,A,ordinal_instance|directional_instance
207,cb_train-00003-of-00007_0027,CompBench,remove,remove the second monkey on the right side of the boat,wooden boat,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,27,34504f63/6/00080.png,cb-src-5ced5f68570629a41d11,cb-scene-34504f63,ordinal|side,A,ordinal_instance|directional_instance
208,cb_train-00003-of-00007_0046,CompBench,remove,remove the second bear on the right,ground and trees,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,46,359003f8/3/00004.png,cb-src-914724575ef0bc3e913c,cb-scene-359003f8,ordinal|side,A,ordinal_instance|directional_instance
209,cb_train-00003-of-00007_0051,CompBench,remove,remove the second fish on the right,transparent fish tank interior wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,51,36dcb93f/2/00001.png,cb-src-e92d72b3bb709cc1067a,cb-scene-36dcb93f,ordinal|side,A,ordinal_instance|directional_instance
210,cb_train-00003-of-00007_0062,CompBench,remove,remove the second zebra on the left,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,62,3b19c5c3/2/00004.png,cb-src-88539fe6f27e9a2302ee,cb-scene-3b19c5c3,ordinal|side,A,ordinal_instance|directional_instance
211,cb_train-00003-of-00007_0079,CompBench,remove,remove the second chicken on the left,ground and wooden stakes,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,79,42ff84a5/3/00023.png,cb-src-2cce842c96a65c72ad53,cb-scene-42ff84a5,ordinal|side,A,ordinal_instance|directional_instance
212,cb_train-00003-of-00007_0109,CompBench,remove,remove the first fish on the right,green water,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,109,4a41cbf8/2/00006.png,cb-src-55263685973e18ca95ad,cb-scene-4a41cbf8,ordinal|side,A,ordinal_instance|directional_instance
213,cb_train-00003-of-00007_0122,CompBench,remove,remove the second tiger on the left,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,122,4fa342f5/1/00004.png,cb-src-061eaac782e20bbf1ca4,cb-scene-4fa342f5,ordinal|side,A,ordinal_instance|directional_instance
214,cb_train-00003-of-00007_0151,CompBench,remove,remove the second bear on the left,green grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,151,5a064706/3/00041.png,cb-src-445711d67f7856ef835a,cb-scene-5a064706,ordinal|side,A,ordinal_instance|directional_instance
215,cb_train-00003-of-00007_0159,CompBench,remove,remove the first sheep on the lower right of the person,muddy land,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,159,5d2316f6/0/00019.png,cb-src-38e8df68d58f472f20e9,cb-scene-5d2316f6,ordinal|side,A,ordinal_instance|directional_instance
216,cb_train-00003-of-00007_0171,CompBench,remove,remove the second duck on the left,three yellow and black ducks and muddy ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,171,6149becc/0/00001.png,cb-src-6b36371e5808a04ae9da,cb-scene-6149becc,ordinal|side,A,ordinal_instance|directional_instance
217,cb_train-00003-of-00007_0188,CompBench,remove,remove the second giraffe on the left,bushes and greenery,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,188,660e3b70/0/00000.png,cb-src-f629f92020e2e669f09e,cb-scene-660e3b70,ordinal|side,A,ordinal_instance|directional_instance
218,cb_train-00003-of-00007_0210,CompBench,remove,remove the second duck on the right,yellow grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,210,733f2a02/0/00036.png,cb-src-fedd34a67ed0628e82af,cb-scene-733f2a02,ordinal|side,A,ordinal_instance|directional_instance
219,cb_train-00003-of-00007_0211,CompBench,remove,remove the second goose on the right,sandy soil,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,211,733f2a02/0/00049.png,cb-src-f50b2e00069e298e473a,cb-scene-733f2a02,ordinal|side,A,ordinal_instance|directional_instance
220,cb_train-00003-of-00007_0229,CompBench,remove,remove the second bird on the left,sky and grass,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,229,790285e8/0/00008.png,cb-src-f1d557b360f81abe76d3,cb-scene-790285e8,ordinal|side,A,ordinal_instance|directional_instance
221,cb_train-00003-of-00007_0242,CompBench,remove,remove the second rabbit on the right,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,242,7be91184/1/00002.png,cb-src-1e816963a7435682522b,cb-scene-7be91184,ordinal|side,A,ordinal_instance|directional_instance
222,cb_train-00003-of-00007_0260,CompBench,remove,remove the second sheep on the right,snow and rubber rings,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,260,7c78e351/3/00001.png,cb-src-0a3d3cff085170ce8aa3,cb-scene-7c78e351,ordinal|side,A,ordinal_instance|directional_instance
223,cb_train-00003-of-00007_0320,CompBench,remove,remove the second zebra on the left,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00003-of-00007.parquet,320,843d8f25/3/00042.png,cb-src-98392411363333aad262,cb-scene-843d8f25,ordinal|side,A,ordinal_instance|directional_instance
224,cb_train-00004-of-00007_0086,CompBench,remove,remove the second duck on the left,grass clumps and green grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,86,8d72533b/0/00011.png,cb-src-a43b92e78dbce8300bba,cb-scene-8d72533b,ordinal|side,A,ordinal_instance|directional_instance
225,cb_train-00004-of-00007_0087,CompBench,remove,remove the second duck on the left,bushes,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,87,8d72533b/0/00038.png,cb-src-119baa4ff7c01309e3ab,cb-scene-8d72533b,ordinal|side,A,ordinal_instance|directional_instance
226,cb_train-00004-of-00007_0122,CompBench,remove,remove the third giraffe on the left,mesh fence,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,122,9698f06e/2/00002.png,cb-src-0656aecf1748ded4fefd,cb-scene-9698f06e,ordinal|side,A,ordinal_instance|directional_instance
227,cb_train-00004-of-00007_0194,CompBench,remove,remove the second bird on the right,blue water,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,194,a1f4c54d/3/00024.png,cb-src-0f043de7971c081df16c,cb-scene-a1f4c54d,ordinal|side,A,ordinal_instance|directional_instance
228,cb_train-00004-of-00007_0215,CompBench,remove,remove the second zebra on the right,three zebras and the ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,215,a3e85b4b/2/00045.png,cb-src-95ae1b8c8fb6776aebb2,cb-scene-a3e85b4b,ordinal|side,A,ordinal_instance|directional_instance
229,cb_train-00004-of-00007_0305,CompBench,remove,remove the second cat on the right,a cat and a cat bed,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,305,b12701b7/1/00011.png,cb-src-24fc11263c2479c8a2a0,cb-scene-b12701b7,ordinal|side,A,ordinal_instance|directional_instance
230,cb_train-00004-of-00007_0351,CompBench,remove,remove the second dog on the right,ground and a yellow dog,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,351,ba4b3b09/4/00027.png,cb-src-4bd98a912edbf4c65f77,cb-scene-ba4b3b09,ordinal|side,A,ordinal_instance|directional_instance
231,cb_train-00004-of-00007_0373,CompBench,remove,remove the second zebra in front on the right,zebra and grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00004-of-00007.parquet,373,c1ed21d0/0/00029.png,cb-src-d96abc91293e1e381048,cb-scene-c1ed21d0,ordinal|side,A,ordinal_instance|directional_instance
232,cb_train-00005-of-00007_0014,CompBench,remove,remove the second monkey on the right,trees and stone railings,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,14,cfc68a82/0/00040.png,cb-src-a33f0f6b20d97cc58b1c,cb-scene-cfc68a82,ordinal|side,A,ordinal_instance|directional_instance
233,cb_train-00005-of-00007_0049,CompBench,remove,remove the second boy on the left,a child in blue and the ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,49,d0696759/1/00026.png,cb-src-2c5602af5c740347d255,cb-scene-d0696759,ordinal|side,A,ordinal_instance|directional_instance
234,cb_train-00005-of-00007_0087,CompBench,remove,remove the second fish on the left,inside the fish tank,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,87,dc8679e0/0/00023.png,cb-src-57b5f1d2c83845cb97ec,cb-scene-dc8679e0,ordinal|side,A,ordinal_instance|directional_instance
235,cb_train-00005-of-00007_0103,CompBench,remove,remove the second zebra on the right,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,103,e15e4de8/1/00053.png,cb-src-f574bfeed9a886865e2e,cb-scene-e15e4de8,ordinal|side,A,ordinal_instance|directional_instance
236,cb_train-00005-of-00007_0111,CompBench,remove,remove the second monkey on the right,gray ceiling and rope,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,111,e1b7f212/3/00005.png,cb-src-678e5b4b17f733dc0038,cb-scene-e1b7f212,ordinal|side,A,ordinal_instance|directional_instance
237,cb_train-00005-of-00007_0118,CompBench,remove,remove the third fish on the right,black fish tank wall,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,118,e3dcd186/2/00049.png,cb-src-6eada99a398864b24549,cb-scene-e3dcd186,ordinal|side,A,ordinal_instance|directional_instance
238,cb_train-00005-of-00007_0155,CompBench,remove,remove the second bird on the right,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,155,ec27366a/1/00056.png,cb-src-3f8d4b477f36b109c275,cb-scene-ec27366a,ordinal|side,A,ordinal_instance|directional_instance
239,cb_train-00005-of-00007_0178,CompBench,remove,remove the second monkey on the left,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,178,f33d3c15/4/00019.png,cb-src-b2e917cc9412d95d29e6,cb-scene-f33d3c15,ordinal|side,A,ordinal_instance|directional_instance
240,cb_train-00005-of-00007_0203,CompBench,remove,remove the second chicken on the left,ground,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,203,f92cdae8/3/00001.png,cb-src-ee814c720c1836430805,cb-scene-f92cdae8,ordinal|side,A,ordinal_instance|directional_instance
241,cb_train-00005-of-00007_0229,CompBench,remove,remove the second giraffe on the right,grassland,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,229,fe470104/0/00006.png,cb-src-e77f946016a78ab99a70,cb-scene-fe470104,ordinal|side,A,ordinal_instance|directional_instance
242,cb_train-00005-of-00007_0236,CompBench,remove,remove the second bear on the left,rocks and grass,train,/mnt/bn/strategy-mllm-train/user/tanyue/datasets/CompBench/data/train-00005-of-00007.parquet,236,ff1142df/0/00013.png,cb-src-056ffd83fc832ce1537b,cb-scene-ff1142df,ordinal|side,A,ordinal_instance|directional_instance
